fecha,sku,demanda_unidades,precio_clp,insumo_critico,promocion,indice_estres_insumos,lead_time_dias,inventario_unidades,quiebre_stock,dia_semana,mes,año,procedencia_primaria,precio_unitario_primario_clp,procedencia_secundaria,precio_unitario_secundario_clp
2024-06-24,NotHotDog,394,3597,gluten de trigo,0,0.329,32,62800,0,0,6,2024,Francia,1641,China,1641
2024-06-25,NotHotDog,350,3597,gluten de trigo,0,0.185,32,62406,0,1,6,2024,Francia,1641,China,1641
2024-06-26,NotHotDog,481,3597,gluten de trigo,0,0.328,31,62056,0,2,6,2024,Francia,1641,China,1641
2024-06-27,NotHotDog,464,3597,gluten de trigo,0,0.225,34,61575,0,3,6,2024,Francia,1641,China,1641
2024-06-28,NotHotDog,492,3597,gluten de trigo,0,0.265,30,61111,0,4,6,2024,Francia,1641,China,1641
2024-06-29,NotHotDog,692,3597,gluten de trigo,1,0.345,31,60619,0,5,6,2024,Francia,1641,China,1641
2024-06-30,NotHotDog,492,3597,gluten de trigo,0,0.297,32,59927,0,6,6,2024,Francia,1641,China,1641
2024-07-01,NotHotDog,406,3597,gluten de trigo,0,0.261,31,59435,0,0,7,2024,Francia,1641,China,1641
2024-07-02,NotHotDog,599,3597,gluten de trigo,1,0.251,33,59029,0,1,7,2024,Francia,1641,China,1641
2024-07-03,NotHotDog,387,3597,gluten de trigo,0,0.251,32,58430,0,2,7,2024,Francia,1641,China,1641
2024-07-04,NotHotDog,500,3597,gluten de trigo,0,0.274,29,58043,0,3,7,2024,Francia,1641,China,1641
2024-07-05,NotHotDog,597,3597,gluten de trigo,0,0.2,33,57543,0,4,7,2024,Francia,1641,China,1641
2024-07-06,NotHotDog,511,3597,gluten de trigo,0,0.311,32,56946,0,5,7,2024,Francia,1641,China,1641
2024-07-07,NotHotDog,498,3597,gluten de trigo,0,0.192,32,56435,0,6,7,2024,Francia,1641,China,1641
2024-07-08,NotHotDog,337,3597,gluten de trigo,0,0.158,35,55937,0,0,7,2024,Francia,1641,China,1641
2024-07-09,NotHotDog,538,3597,gluten de trigo,1,0.288,35,55600,0,1,7,2024,Francia,1641,China,1641
2024-07-10,NotHotDog,435,3597,gluten de trigo,0,0.212,32,55062,0,2,7,2024,Francia,1641,China,1641
2024-07-11,NotHotDog,454,3597,gluten de trigo,0,0.232,29,54627,0,3,7,2024,Francia,1641,China,1641
2024-07-12,NotHotDog,571,3597,gluten de trigo,0,0.256,29,54173,0,4,7,2024,Francia,1641,China,1641
2024-07-13,NotHotDog,583,3597,gluten de trigo,0,0.183,34,53602,0,5,7,2024,Francia,1641,China,1641
2024-07-14,NotHotDog,414,3597,gluten de trigo,0,0.221,31,53019,0,6,7,2024,Francia,1641,China,1641
2024-07-15,NotHotDog,368,3597,gluten de trigo,0,0.242,32,52605,0,0,7,2024,Francia,1641,China,1641
2024-07-16,NotHotDog,396,3597,gluten de trigo,0,0.287,30,52237,0,1,7,2024,Francia,1641,China,1641
2024-07-17,NotHotDog,397,3597,gluten de trigo,0,0.175,32,51841,0,2,7,2024,Francia,1641,China,1641
2024-07-18,NotHotDog,486,3597,gluten de trigo,0,0.173,33,51444,0,3,7,2024,Francia,1641,China,1641
2024-07-19,NotHotDog,528,3597,gluten de trigo,0,0.221,35,50958,0,4,7,2024,Francia,1641,China,1641
2024-07-20,NotHotDog,554,3597,gluten de trigo,0,0.199,30,50430,0,5,7,2024,Francia,1641,China,1641
2024-07-21,NotHotDog,471,3597,gluten de trigo,0,0.178,32,49876,0,6,7,2024,Francia,1641,China,1641
2024-07-22,NotHotDog,382,3597,gluten de trigo,0,0.261,32,49405,0,0,7,2024,Francia,1641,China,1641
2024-07-23,NotHotDog,292,3597,gluten de trigo,0,0.094,32,49023,0,1,7,2024,Francia,1641,China,1641
2024-07-24,NotHotDog,546,3597,gluten de trigo,1,0.104,30,48731,0,2,7,2024,Francia,1641,China,1641
2024-07-25,NotHotDog,488,3597,gluten de trigo,0,0.088,28,48185,0,3,7,2024,Francia,1641,China,1641
2024-07-26,NotHotDog,464,3597,gluten de trigo,0,0.229,34,47697,0,4,7,2024,Francia,1641,China,1641
2024-07-27,NotHotDog,461,3597,gluten de trigo,0,0.192,32,47233,0,5,7,2024,Francia,1641,China,1641
2024-07-28,NotHotDog,464,3597,gluten de trigo,0,0.095,29,46772,0,6,7,2024,Francia,1641,China,1641
2024-07-29,NotHotDog,379,3597,gluten de trigo,0,0.156,31,46308,0,0,7,2024,Francia,1641,China,1641
2024-07-30,NotHotDog,290,3597,gluten de trigo,0,0.158,29,45929,0,1,7,2024,Francia,1641,China,1641
2024-07-31,NotHotDog,357,3597,gluten de trigo,0,0.047,30,45639,0,2,7,2024,Francia,1641,China,1641
2024-08-01,NotHotDog,597,3597,gluten de trigo,1,0.165,31,45282,0,3,8,2024,Francia,1641,China,1641
2024-08-02,NotHotDog,536,3597,gluten de trigo,0,0.096,29,44685,0,4,8,2024,Francia,1641,China,1641
2024-08-03,NotHotDog,478,3597,gluten de trigo,0,0.189,36,44149,0,5,8,2024,Francia,1641,China,1641
2024-08-04,NotHotDog,434,3597,gluten de trigo,0,0.095,28,43671,0,6,8,2024,Francia,1641,China,1641
2024-08-05,NotHotDog,342,3597,gluten de trigo,0,0.162,32,43237,0,0,8,2024,Francia,1641,China,1641
2024-08-06,NotHotDog,377,3597,gluten de trigo,0,0.215,32,42895,0,1,8,2024,Francia,1641,China,1641
2024-08-07,NotHotDog,382,3597,gluten de trigo,0,0.199,29,42518,0,2,8,2024,Francia,1641,China,1641
2024-08-08,NotHotDog,543,3597,gluten de trigo,1,0.175,30,42136,0,3,8,2024,Francia,1641,China,1641
2024-08-09,NotHotDog,456,3597,gluten de trigo,0,0.146,28,41593,0,4,8,2024,Francia,1641,China,1641
2024-08-10,NotHotDog,446,3597,gluten de trigo,0,0.075,34,41137,0,5,8,2024,Francia,1641,China,1641
2024-08-11,NotHotDog,498,3597,gluten de trigo,0,0.129,30,40691,0,6,8,2024,Francia,1641,China,1641
2024-08-12,NotHotDog,359,3597,gluten de trigo,0,0.14,30,40193,0,0,8,2024,Francia,1641,China,1641
2024-08-13,NotHotDog,327,3597,gluten de trigo,0,0.137,35,39834,0,1,8,2024,Francia,1641,China,1641
2024-08-14,NotHotDog,367,3597,gluten de trigo,0,0.076,28,39507,0,2,8,2024,Francia,1641,China,1641
2024-08-15,NotHotDog,423,3597,gluten de trigo,0,0.176,34,39140,0,3,8,2024,Francia,1641,China,1641
2024-08-16,NotHotDog,494,3597,gluten de trigo,0,0.096,31,38717,0,4,8,2024,Francia,1641,China,1641
2024-08-17,NotHotDog,494,3597,gluten de trigo,0,0.234,28,38223,0,5,8,2024,Francia,1641,China,1641
2024-08-18,NotHotDog,433,3597,gluten de trigo,0,0.166,30,37729,0,6,8,2024,Francia,1641,China,1641
2024-08-19,NotHotDog,326,3597,gluten de trigo,0,0.21,32,37296,0,0,8,2024,Francia,1641,China,1641
2024-08-20,NotHotDog,360,3597,gluten de trigo,0,0.211,32,36970,0,1,8,2024,Francia,1641,China,1641
2024-08-21,NotHotDog,356,3597,gluten de trigo,0,0.269,32,36610,0,2,8,2024,Francia,1641,China,1641
2024-08-22,NotHotDog,421,3597,gluten de trigo,0,0.177,30,36254,0,3,8,2024,Francia,1641,China,1641
2024-08-23,NotHotDog,469,3597,gluten de trigo,0,0.151,29,35833,0,4,8,2024,Francia,1641,China,1641
2024-08-24,NotHotDog,450,3597,gluten de trigo,0,0.155,30,35364,0,5,8,2024,Francia,1641,China,1641
2024-08-25,NotHotDog,540,3597,gluten de trigo,1,0.252,36,34914,0,6,8,2024,Francia,1641,China,1641
2024-08-26,NotHotDog,387,3597,gluten de trigo,0,0.114,29,34374,0,0,8,2024,Francia,1641,China,1641
2024-08-27,NotHotDog,316,3597,gluten de trigo,0,0.14,30,33987,0,1,8,2024,Francia,1641,China,1641
2024-08-28,NotHotDog,317,3597,gluten de trigo,0,0.199,31,33671,0,2,8,2024,Francia,1641,China,1641
2024-08-29,NotHotDog,407,3597,gluten de trigo,0,0.183,28,33354,0,3,8,2024,Francia,1641,China,1641
2024-08-30,NotHotDog,479,3597,gluten de trigo,0,0.243,33,32947,0,4,8,2024,Francia,1641,China,1641
2024-08-31,NotHotDog,443,3597,gluten de trigo,0,0.132,28,32468,0,5,8,2024,Francia,1641,China,1641
2024-09-01,NotHotDog,411,3597,gluten de trigo,0,0.2,29,32025,0,6,9,2024,Francia,1641,China,1641
2024-09-02,NotHotDog,346,3597,gluten de trigo,0,0.198,29,31614,0,0,9,2024,Francia,1641,China,1641
2024-09-03,NotHotDog,336,3597,gluten de trigo,0,0.159,28,31268,0,1,9,2024,Francia,1641,China,1641
2024-09-04,NotHotDog,330,3597,gluten de trigo,0,0.261,35,30932,0,2,9,2024,Francia,1641,China,1641
2024-09-05,NotHotDog,466,3597,gluten de trigo,0,0.217,33,30602,0,3,9,2024,Francia,1641,China,1641
2024-09-06,NotHotDog,566,3597,gluten de trigo,0,0.22,33,30136,0,4,9,2024,Francia,1641,China,1641
2024-09-07,NotHotDog,731,3597,gluten de trigo,1,0.191,33,29570,0,5,9,2024,Francia,1641,China,1641
2024-09-08,NotHotDog,414,3597,gluten de trigo,0,0.218,31,28839,0,6,9,2024,Francia,1641,China,1641
2024-09-09,NotHotDog,492,3597,gluten de trigo,1,0.191,31,28425,0,0,9,2024,Francia,1641,China,1641
2024-09-10,NotHotDog,353,3597,gluten de trigo,0,0.291,35,27933,0,1,9,2024,Francia,1641,China,1641
2024-09-11,NotHotDog,375,3597,gluten de trigo,0,0.305,36,27580,0,2,9,2024,Francia,1641,China,1641
2024-09-12,NotHotDog,456,3597,gluten de trigo,0,0.343,31,27205,0,3,9,2024,Francia,1641,China,1641
2024-09-13,NotHotDog,531,3597,gluten de trigo,0,0.286,37,26749,0,4,9,2024,Francia,1641,China,1641
2024-09-14,NotHotDog,534,3597,gluten de trigo,0,0.253,29,26218,0,5,9,2024,Francia,1641,China,1641
2024-09-15,NotHotDog,549,3597,gluten de trigo,1,0.252,31,25684,0,6,9,2024,Francia,1641,China,1641
2024-09-16,NotHotDog,495,3597,gluten de trigo,1,0.306,33,25135,0,0,9,2024,Francia,1641,China,1641
2024-09-17,NotHotDog,388,3597,gluten de trigo,0,0.297,33,24640,0,1,9,2024,Francia,1641,China,1641
2024-09-18,NotHotDog,407,3597,gluten de trigo,0,0.284,36,24252,0,2,9,2024,Francia,1641,China,1641
2024-09-19,NotHotDog,510,3597,gluten de trigo,0,0.286,34,23845,0,3,9,2024,Francia,1641,China,1641
2024-09-20,NotHotDog,405,3597,gluten de trigo,0,0.364,34,23335,0,4,9,2024,Francia,1641,China,1641
2024-09-21,NotHotDog,529,3597,gluten de trigo,0,0.289,35,22930,0,5,9,2024,Francia,1641,China,1641
2024-09-22,NotHotDog,454,3597,gluten de trigo,0,0.384,34,22401,0,6,9,2024,Francia,1641,China,1641
2024-09-23,NotHotDog,404,3597,gluten de trigo,0,0.332,32,21947,0,0,9,2024,Francia,1641,China,1641
2024-09-24,NotHotDog,316,3597,gluten de trigo,0,0.311,34,21543,0,1,9,2024,Francia,1641,China,1641
2024-09-25,NotHotDog,370,3597,gluten de trigo,0,0.296,33,21227,0,2,9,2024,Francia,1641,China,1641
2024-09-26,NotHotDog,495,3597,gluten de trigo,0,0.333,31,20857,0,3,9,2024,Francia,1641,China,1641
2024-09-27,NotHotDog,474,3597,gluten de trigo,0,0.372,36,20362,0,4,9,2024,Francia,1641,China,1641
2024-09-28,NotHotDog,523,3597,gluten de trigo,0,0.334,33,19888,0,5,9,2024,Francia,1641,China,1641
2024-09-29,NotHotDog,451,3597,gluten de trigo,0,0.401,32,19365,0,6,9,2024,Francia,1641,China,1641
2024-09-30,NotHotDog,374,3597,gluten de trigo,0,0.343,31,18914,0,0,9,2024,Francia,1641,China,1641
2024-10-01,NotHotDog,369,3597,gluten de trigo,0,0.364,34,18540,0,1,10,2024,Francia,1641,China,1641
2024-10-02,NotHotDog,358,3597,gluten de trigo,0,0.312,35,18171,0,2,10,2024,Francia,1641,China,1641
2024-10-03,NotHotDog,441,3597,gluten de trigo,0,0.41,35,17813,0,3,10,2024,Francia,1641,China,1641
2024-10-04,NotHotDog,522,3597,gluten de trigo,0,0.374,34,17372,0,4,10,2024,Francia,1641,China,1641
2024-10-05,NotHotDog,473,3597,gluten de trigo,0,0.472,33,16850,0,5,10,2024,Francia,1641,China,1641
2024-10-06,NotHotDog,506,3597,gluten de trigo,0,0.434,34,16377,0,6,10,2024,Francia,1641,China,1641
2024-10-07,NotHotDog,363,3597,gluten de trigo,0,0.409,33,15871,0,0,10,2024,Francia,1641,China,1641
2024-10-08,NotHotDog,383,3597,gluten de trigo,0,0.471,34,15508,0,1,10,2024,Francia,1641,China,1641
2024-10-09,NotHotDog,373,3597,gluten de trigo,0,0.435,34,15125,0,2,10,2024,Francia,1641,China,1641
2024-10-10,NotHotDog,507,3597,gluten de trigo,0,0.47,33,14752,0,3,10,2024,Francia,1641,China,1641
2024-10-11,NotHotDog,470,3597,gluten de trigo,0,0.382,35,14245,0,4,10,2024,Francia,1641,China,1641
2024-10-12,NotHotDog,596,3597,gluten de trigo,0,0.453,32,13775,0,5,10,2024,Francia,1641,China,1641
2024-10-13,NotHotDog,514,3597,gluten de trigo,0,0.46,32,13179,0,6,10,2024,Francia,1641,China,1641
2024-10-14,NotHotDog,379,3597,gluten de trigo,0,0.362,32,12665,0,0,10,2024,Francia,1641,China,1641
2024-10-15,NotHotDog,465,3597,gluten de trigo,1,0.519,37,12286,0,1,10,2024,Francia,1641,China,1641
2024-10-16,NotHotDog,426,3597,gluten de trigo,0,0.39,34,11821,0,2,10,2024,Francia,1641,China,1641
2024-10-17,NotHotDog,432,3597,gluten de trigo,0,0.387,30,11395,0,3,10,2024,Francia,1641,China,1641
2024-10-18,NotHotDog,554,3597,gluten de trigo,0,0.314,34,10963,0,4,10,2024,Francia,1641,China,1641
2024-10-19,NotHotDog,513,3597,gluten de trigo,0,0.484,35,10409,0,5,10,2024,Francia,1641,China,1641
2024-10-20,NotHotDog,473,3597,gluten de trigo,0,0.382,33,9896,0,6,10,2024,Francia,1641,China,1641
2024-10-21,NotHotDog,386,3597,gluten de trigo,0,0.442,34,9423,0,0,10,2024,Francia,1641,China,1641
2024-10-22,NotHotDog,354,3597,gluten de trigo,0,0.513,32,9037,0,1,10,2024,Francia,1641,China,1641
2024-10-23,NotHotDog,479,3597,gluten de trigo,0,0.484,35,8683,0,2,10,2024,Francia,1641,China,1641
2024-10-24,NotHotDog,536,3597,gluten de trigo,0,0.446,32,8204,0,3,10,2024,Francia,1641,China,1641
2024-10-25,NotHotDog,500,3597,gluten de trigo,0,0.401,33,7668,0,4,10,2024,Francia,1641,China,1641
2024-10-26,NotHotDog,523,3597,gluten de trigo,0,0.477,34,7168,0,5,10,2024,Francia,1641,China,1641
2024-10-27,NotHotDog,530,3597,gluten de trigo,0,0.528,37,6645,0,6,10,2024,Francia,1641,China,1641
2024-10-28,NotHotDog,450,3597,gluten de trigo,0,0.523,35,6115,0,0,10,2024,Francia,1641,China,1641
2024-10-29,NotHotDog,346,3597,gluten de trigo,0,0.579,37,5665,0,1,10,2024,Francia,1641,China,1641
2024-10-30,NotHotDog,457,3597,gluten de trigo,0,0.459,32,5319,0,2,10,2024,Francia,1641,China,1641
2024-10-31,NotHotDog,529,3597,gluten de trigo,0,0.428,34,4862,0,3,10,2024,Francia,1641,China,1641
2024-11-01,NotHotDog,492,3597,gluten de trigo,0,0.51,36,4333,0,4,11,2024,Francia,1641,China,1641
2024-11-02,NotHotDog,560,3597,gluten de trigo,0,0.507,38,3841,0,5,11,2024,Francia,1641,China,1641
2024-11-03,NotHotDog,504,3597,gluten de trigo,0,0.497,33,3281,0,6,11,2024,Francia,1641,China,1641
2024-11-04,NotHotDog,431,3597,gluten de trigo,0,0.461,33,2777,0,0,11,2024,Francia,1641,China,1641
2024-11-05,NotHotDog,357,3597,gluten de trigo,0,0.366,34,2346,0,1,11,2024,Francia,1641,China,1641
2024-11-06,NotHotDog,418,3597,gluten de trigo,0,0.449,38,1989,0,2,11,2024,Francia,1641,China,1641
2024-11-07,NotHotDog,507,3597,gluten de trigo,0,0.528,36,1571,0,3,11,2024,Francia,1641,China,1641
2024-11-08,NotHotDog,574,3597,gluten de trigo,0,0.514,33,1064,0,4,11,2024,Francia,1641,China,1641
2024-11-09,NotHotDog,691,3597,gluten de trigo,1,0.548,33,490,0,5,11,2024,Francia,1641,China,1641
2024-11-10,NotHotDog,519,3597,gluten de trigo,0,0.517,35,0,1,6,11,2024,Francia,1641,China,1641
2024-11-11,NotHotDog,620,3597,gluten de trigo,1,0.536,36,0,1,0,11,2024,Francia,1641,China,1641
2024-11-12,NotHotDog,469,3597,gluten de trigo,0,0.537,35,0,1,1,11,2024,Francia,1641,China,1641
2024-11-13,NotHotDog,490,3597,gluten de trigo,0,0.498,33,0,1,2,11,2024,Francia,1641,China,1641
2024-11-14,NotHotDog,606,3597,gluten de trigo,0,0.498,37,0,1,3,11,2024,Francia,1641,China,1641
2024-11-15,NotHotDog,593,3597,gluten de trigo,0,0.349,32,0,1,4,11,2024,Francia,1641,China,1641
2024-11-16,NotHotDog,563,3597,gluten de trigo,0,0.461,36,0,1,5,11,2024,Francia,1641,China,1641
2024-11-17,NotHotDog,574,3597,gluten de trigo,0,0.461,31,0,1,6,11,2024,Francia,1641,China,1641
2024-11-18,NotHotDog,454,3597,gluten de trigo,0,0.484,37,0,1,0,11,2024,Francia,1641,China,1641
2024-11-19,NotHotDog,586,3597,gluten de trigo,1,0.441,33,0,1,1,11,2024,Francia,1641,China,1641
2024-11-20,NotHotDog,528,3597,gluten de trigo,1,0.532,38,0,1,2,11,2024,Francia,1641,China,1641
2024-11-21,NotHotDog,593,3597,gluten de trigo,0,0.439,35,0,1,3,11,2024,Francia,1641,China,1641
2024-11-22,NotHotDog,625,3597,gluten de trigo,0,0.535,33,0,1,4,11,2024,Francia,1641,China,1641
2024-11-23,NotHotDog,606,3597,gluten de trigo,0,0.429,35,0,1,5,11,2024,Francia,1641,China,1641
2024-11-24,NotHotDog,538,3597,gluten de trigo,0,0.444,38,0,1,6,11,2024,Francia,1641,China,1641
2024-11-25,NotHotDog,626,3597,gluten de trigo,1,0.437,33,0,1,0,11,2024,Francia,1641,China,1641
2024-11-26,NotHotDog,462,3597,gluten de trigo,0,0.443,38,0,1,1,11,2024,Francia,1641,China,1641
2024-11-27,NotHotDog,470,3597,gluten de trigo,0,0.523,36,0,1,2,11,2024,Francia,1641,China,1641
2024-11-28,NotHotDog,596,3597,gluten de trigo,0,0.444,37,0,1,3,11,2024,Francia,1641,China,1641
2024-11-29,NotHotDog,670,3597,gluten de trigo,0,0.441,35,0,1,4,11,2024,Francia,1641,China,1641
2024-11-30,NotHotDog,685,3597,gluten de trigo,0,0.415,34,0,1,5,11,2024,Francia,1641,China,1641
2024-12-01,NotHotDog,615,3597,gluten de trigo,0,0.435,38,9565,0,6,12,2024,Francia,1641,China,1641
2024-12-02,NotHotDog,550,3597,gluten de trigo,0,0.454,36,19200,0,0,12,2024,Francia,1641,China,1641
2024-12-03,NotHotDog,430,3597,gluten de trigo,0,0.428,34,18650,0,1,12,2024,Francia,1641,China,1641
2024-12-04,NotHotDog,556,3597,gluten de trigo,0,0.427,35,28470,0,2,12,2024,Francia,1641,China,1641
2024-12-05,NotHotDog,602,3597,gluten de trigo,0,0.48,34,38164,0,3,12,2024,Francia,1641,China,1641
2024-12-06,NotHotDog,611,3597,gluten de trigo,0,0.438,34,47812,0,4,12,2024,Francia,1641,China,1641
2024-12-07,NotHotDog,630,3597,gluten de trigo,0,0.362,36,67701,0,5,12,2024,Francia,1641,China,1641
2024-12-08,NotHotDog,607,3597,gluten de trigo,0,0.41,34,67071,0,6,12,2024,Francia,1641,China,1641
2024-12-09,NotHotDog,522,3597,gluten de trigo,0,0.383,32,76714,0,0,12,2024,Francia,1641,China,1641
2024-12-10,NotHotDog,422,3597,gluten de trigo,0,0.43,32,86442,0,1,12,2024,Francia,1641,China,1641
2024-12-11,NotHotDog,480,3597,gluten de trigo,0,0.404,34,96270,0,2,12,2024,Francia,1641,China,1641
2024-12-12,NotHotDog,586,3597,gluten de trigo,0,0.45,33,106040,0,3,12,2024,Francia,1641,China,1641
2024-12-13,NotHotDog,640,3597,gluten de trigo,0,0.351,30,115704,0,4,12,2024,Francia,1641,China,1641
2024-12-14,NotHotDog,580,3597,gluten de trigo,0,0.372,31,125314,0,5,12,2024,Francia,1641,China,1641
2024-12-15,NotHotDog,494,3597,gluten de trigo,0,0.323,35,134984,0,6,12,2024,Francia,1641,China,1641
2024-12-16,NotHotDog,490,3597,gluten de trigo,0,0.368,33,144740,0,0,12,2024,Francia,1641,China,1641
2024-12-17,NotHotDog,480,3597,gluten de trigo,0,0.288,33,175000,0,1,12,2024,Francia,1641,China,1641
2024-12-18,NotHotDog,551,3597,gluten de trigo,0,0.375,32,184770,0,2,12,2024,Francia,1641,China,1641
2024-12-19,NotHotDog,559,3597,gluten de trigo,0,0.35,32,184219,0,3,12,2024,Francia,1641,China,1641
2024-12-20,NotHotDog,629,3597,gluten de trigo,0,0.355,32,183660,0,4,12,2024,Francia,1641,China,1641
2024-12-21,NotHotDog,670,3597,gluten de trigo,0,0.38,33,193281,0,5,12,2024,Francia,1641,China,1641
2024-12-22,NotHotDog,616,3597,gluten de trigo,0,0.346,30,213111,0,6,12,2024,Francia,1641,China,1641
2024-12-23,NotHotDog,560,3597,gluten de trigo,0,0.265,34,212495,0,0,12,2024,Francia,1641,China,1641
2024-12-24,NotHotDog,510,3597,gluten de trigo,0,0.295,33,211935,0,1,12,2024,Francia,1641,China,1641
2024-12-25,NotHotDog,520,3597,gluten de trigo,0,0.313,33,231925,0,2,12,2024,Francia,1641,China,1641
2024-12-26,NotHotDog,660,3597,gluten de trigo,0,0.294,34,241655,0,3,12,2024,Francia,1641,China,1641
2024-12-27,NotHotDog,672,3597,gluten de trigo,0,0.295,34,240995,0,4,12,2024,Francia,1641,China,1641
2024-12-28,NotHotDog,719,3597,gluten de trigo,0,0.38,32,271073,0,5,12,2024,Francia,1641,China,1641
2024-12-29,NotHotDog,626,3597,gluten de trigo,0,0.298,34,270354,0,6,12,2024,Francia,1641,China,1641
2024-12-30,NotHotDog,589,3597,gluten de trigo,0,0.306,34,269728,0,0,12,2024,Francia,1641,China,1641
2024-12-31,NotHotDog,512,3597,gluten de trigo,0,0.181,32,269139,0,1,12,2024,Francia,1641,China,1641
2025-01-01,NotHotDog,514,3758,gluten de trigo,0,0.313,35,278877,0,2,1,2025,Francia,1641,China,1641
2025-01-02,NotHotDog,616,3758,gluten de trigo,0,0.412,36,288613,0,3,1,2025,Francia,1641,China,1641
2025-01-03,NotHotDog,717,3758,gluten de trigo,0,0.331,34,318747,0,4,1,2025,Francia,1641,China,1641
2025-01-04,NotHotDog,639,3758,gluten de trigo,0,0.236,35,328280,0,5,1,2025,Francia,1641,China,1641
2025-01-05,NotHotDog,631,3758,gluten de trigo,0,0.367,33,327641,0,6,1,2025,Francia,1641,China,1641
2025-01-06,NotHotDog,534,3758,gluten de trigo,0,0.249,32,327010,0,0,1,2025,Francia,1641,China,1641
2025-01-07,NotHotDog,521,3758,gluten de trigo,0,0.257,34,326476,0,1,1,2025,Francia,1641,China,1641
2025-01-08,NotHotDog,586,3758,gluten de trigo,0,0.223,31,325955,0,2,1,2025,Francia,1641,China,1641
2025-01-09,NotHotDog,674,3758,gluten de trigo,0,0.217,33,325369,0,3,1,2025,Francia,1641,China,1641
2025-01-10,NotHotDog,653,3758,gluten de trigo,0,0.114,29,324695,0,4,1,2025,Francia,1641,China,1641
2025-01-11,NotHotDog,671,3758,gluten de trigo,0,0.261,28,324042,0,5,1,2025,Francia,1641,China,1641
2025-01-12,NotHotDog,623,3758,gluten de trigo,0,0.202,33,323371,0,6,1,2025,Francia,1641,China,1641
2025-01-13,NotHotDog,579,3758,gluten de trigo,0,0.203,28,322748,0,0,1,2025,Francia,1641,China,1641
2025-01-14,NotHotDog,537,3758,gluten de trigo,0,0.221,30,322169,0,1,1,2025,Francia,1641,China,1641
2025-01-15,NotHotDog,557,3758,gluten de trigo,0,0.183,33,321632,0,2,1,2025,Francia,1641,China,1641
2025-01-16,NotHotDog,809,3758,gluten de trigo,0,0.212,33,321075,0,3,1,2025,Francia,1641,China,1641
2025-01-17,NotHotDog,859,3758,gluten de trigo,0,0.255,34,320266,0,4,1,2025,Francia,1641,China,1641
2025-01-18,NotHotDog,831,3758,gluten de trigo,0,0.211,27,319407,0,5,1,2025,Francia,1641,China,1641
2025-01-19,NotHotDog,702,3758,gluten de trigo,0,0.179,32,318576,0,6,1,2025,Francia,1641,China,1641
2025-01-20,NotHotDog,580,3758,gluten de trigo,0,0.177,31,317874,0,0,1,2025,Francia,1641,China,1641
2025-01-21,NotHotDog,536,3758,gluten de trigo,0,0.19,33,317294,0,1,1,2025,Francia,1641,China,1641
2025-01-22,NotHotDog,494,3758,gluten de trigo,0,0.135,34,316758,0,2,1,2025,Francia,1641,China,1641
2025-01-23,NotHotDog,876,3758,gluten de trigo,1,0.184,29,316264,0,3,1,2025,Francia,1641,China,1641
2025-01-24,NotHotDog,761,3758,gluten de trigo,0,0.205,31,315388,0,4,1,2025,Francia,1641,China,1641
2025-01-25,NotHotDog,1048,3758,gluten de trigo,1,0.172,33,314627,0,5,1,2025,Francia,1641,China,1641
2025-01-26,NotHotDog,668,3758,gluten de trigo,0,0.144,30,313579,0,6,1,2025,Francia,1641,China,1641
2025-01-27,NotHotDog,579,3758,gluten de trigo,0,0.149,34,312911,0,0,1,2025,Francia,1641,China,1641
2025-01-28,NotHotDog,438,3758,gluten de trigo,0,0.193,31,312332,0,1,1,2025,Francia,1641,China,1641
2025-01-29,NotHotDog,832,3758,gluten de trigo,1,0.104,30,311894,0,2,1,2025,Francia,1641,China,1641
2025-01-30,NotHotDog,703,3758,gluten de trigo,0,0.116,28,311062,0,3,1,2025,Francia,1641,China,1641
2025-01-31,NotHotDog,772,3758,gluten de trigo,0,0.075,30,310359,0,4,1,2025,Francia,1641,China,1641
2025-02-01,NotHotDog,834,3758,gluten de trigo,0,0.156,25,309587,0,5,2,2025,Francia,1641,China,1641
2025-02-02,NotHotDog,625,3758,gluten de trigo,0,0.196,31,308753,0,6,2,2025,Francia,1641,China,1641
2025-02-03,NotHotDog,562,3758,gluten de trigo,0,0.218,34,308128,0,0,2,2025,Francia,1641,China,1641
2025-02-04,NotHotDog,544,3758,gluten de trigo,0,0.229,29,307566,0,1,2,2025,Francia,1641,China,1641
2025-02-05,NotHotDog,551,3758,gluten de trigo,0,0.116,27,307022,0,2,2,2025,Francia,1641,China,1641
2025-02-06,NotHotDog,593,3758,gluten de trigo,0,0.163,33,306471,0,3,2,2025,Francia,1641,China,1641
2025-02-07,NotHotDog,719,3758,gluten de trigo,0,0.13,33,305878,0,4,2,2025,Francia,1641,China,1641
2025-02-08,NotHotDog,779,3758,gluten de trigo,0,0.232,29,305159,0,5,2,2025,Francia,1641,China,1641
2025-02-09,NotHotDog,675,3758,gluten de trigo,0,0.215,35,304380,0,6,2,2025,Francia,1641,China,1641
2025-02-10,NotHotDog,577,3758,gluten de trigo,0,0.159,32,303705,0,0,2,2025,Francia,1641,China,1641
2025-02-11,NotHotDog,508,3758,gluten de trigo,0,0.12,33,303128,0,1,2,2025,Francia,1641,China,1641
2025-02-12,NotHotDog,533,3758,gluten de trigo,0,0.0,27,302620,0,2,2,2025,Francia,1641,China,1641
2025-02-13,NotHotDog,719,3758,gluten de trigo,0,0.082,33,302087,0,3,2,2025,Francia,1641,China,1641
